campus_id_code,level_code,program_core_id,program_id_code,program_name
9,1,323,643,Bachelor Of Education (GEOG/CRE)
9,1,214,649,Bachelor Of Education (MATH/GEOG)
9,1,364,731,Bachelor Of Education (MATH/GEOG)
9,1,224,648,Bachelor Of Education (Primary)(Mathematics/Sports Science)
9,1,204,883,Bachelor Of Education (Secondary)(Agriculture Double Main)
9,1,247,858,Bachelor Of Education (Secondary)(Art - Double Main)
9,1,421,885,Bachelor Of Education (Secondary)(Biology/Computer)
9,1,422,886,Bachelor Of Education (Secondary)(Math/Computer)
9,1,365,736,Bachelor Of Education (Secondary)(Math/Physics)
9,1,453,987,Bachelor of Arts with Education(AIO)
9,1,1,743,Bachelor of Business Administration
9,1,221,638,Bachelor of Education
9,1,428,916,Bachelor of Education (PRIMARY)
9,1,429,917,Bachelor of Education (SECONDARY)
9,1,420,884,Bachelor of Education (Secondary)(Business Education DM)
9,1,324,642,Bachelor of Education(Primary)(English/SST)
9,1,48,1175,Bachelor of Public Administration and Management
9,1,454,992,Bachelor of Science with Education (AIO)
9,1,77,1173,Bachelor of Social Work and Social Administration
12,1,335,584,Bachelor of Science Environmental Health and Safety Management
12,1,270,525,Bachelor of Science in Oil and Gas Management
12,2,17,522,Master of Business Administration in Oil and Gas Management
12,2,188,523,Master of Laws in Oil and Gas
12,2,301,524,Master of Science in Environmental Health and Safety Management
13,1,24,102,Bachelor of Human Nutrition and Clinical Dietetics
13,1,359,676,Bachelor of Human Nutrition and Clinical Dietetics
16,0,246,781,Certificate in Theology
16,0,195,780,Diploma In Theology (modular)
16,0,236,779,Diploma in Theology
17,0,246,853,Certificate in Theology
17,0,236,854,Diploma in Theology
18,0,23,18,Diploma In Health Administration
