campus_id_code,program_id_code,program_name
4,575,Bachelor of Social Work and Social Administration
4,1002,Bachelor of Social Work and Social Administration
4,1003,Bachelor of Social Work and Social Administration
4,1047,Bachelor of Social Work and Social Administration
4,1092,Bachelor of Social Work and Social Administration
4,1103,Bachelor of Social Work and Social Administration
4,1150,Bachelor of Social Work and Social Administration
4,1165,Bachelor of Social Work and Social Administration
4,1173,Bachelor of Social Work and Social Administration
4,1174,Bachelor of Social Work and Social Administration
4,10,Bachelor of Tourism and Hospitality Management
4,1006,Bachelor of Tourism and Hospitality Management
4,927,Bachelor of Visual Arts and Design
4,796,"CISCO CCNA (1 Module UGX 300,000)"
4,833,"CISCO IT Essentials (UGX 350,000)"
4,497,Certificate In Business Administration
4,698,Certificate In Business Administration
4,1109,Certificate In Business Administration
4,304,Certificate In Child Development And Children's Ministry
4,395,Certificate In Child Development And Children's Ministry
4,463,Certificate In Child Development And Children's Ministry
4,1143,Certificate In Child Development And Children's Ministry
4,498,Certificate In Information Technology
4,697,Certificate In Information Technology
4,500,Certificate In Journalism And Media Studies
4,1056,Certificate In Journalism And Media Studies
4,1172,Certificate in Administrative Law
4,464,Certificate in Theology
4,499,Certificate in Theology
4,530,Certificate in Theology
4,757,Certificate in Theology
4,781,Certificate in Theology
4,853,Certificate in Theology
4,887,Certificate in Theology
4,1086,Certificate in Theology
4,1093,Certificate in Theology
4,832,"Cyber Security (UGX 300,000)"
4,18,Diploma In Health Administration
4,7,Diploma In Procurement And Logistics Management
4,34,Diploma In Procurement And Logistics Management
4,56,Diploma In Procurement And Logistics Management
4,62,Diploma In Procurement And Logistics Management
4,593,Diploma In Procurement And Logistics Management
4,792,Diploma In Procurement And Logistics Management
4,1111,Diploma In Procurement And Logistics Management
4,1181,Diploma In Procurement And Logistics Management
4,9,Diploma In Project Planning And Management
4,38,Diploma In Project Planning And Management
4,65,Diploma In Project Planning And Management
4,66,Diploma In Project Planning And Management
4,495,Diploma In Project Planning And Management
4,518,Diploma In Project Planning And Management
4,440,Diploma In Public Administration And Management
4,441,Diploma In Public Administration And Management
4,501,Diploma In Public Administration And Management
4,519,Diploma In Public Administration And Management
4,580,Diploma In Public Administration And Management
4,1012,Diploma In Public Administration And Management
4,1104,Diploma In Public Administration And Management
4,1145,Diploma In Public Administration And Management
4,1146,Diploma In Public Administration And Management
4,309,Diploma In Theology
4,346,Diploma In Theology
4,349,Diploma In Theology
4,352,Diploma In Theology
4,391,Diploma In Theology
4,756,Diploma In Theology
4,311,Diploma In Theology (modular)
4,462,Diploma In Theology (modular)
4,780,Diploma In Theology (modular)
4,1088,Diploma In Theology (modular)
4,2,Diploma in Business Administration
4,29,Diploma in Business Administration
4,50,Diploma in Business Administration
4,53,Diploma in Business Administration
4,393,Diploma in Business Administration
4,505,Diploma in Business Administration
4,517,Diploma in Business Administration
4,592,Diploma in Business Administration
4,791,Diploma in Business Administration
4,1027,Diploma in Business Administration
4,1060,Diploma in Business Administration
4,1075,Diploma in Business Administration
4,1110,Diploma in Business Administration
4,1180,Diploma in Business Administration
4,357,Diploma in Child Development and Children's Ministry
4,458,Diploma in Child Development and Children's Ministry
4,760,Diploma in Child Development and Children's Ministry
4,1144,Diploma in Child Development and Children's Ministry
4,761,Diploma in Christian Ministries
4,637,Diploma in Education
4,644,Diploma in Education
4,817,Diploma in Education
4,820,Diploma in Education
4,870,Diploma in Education
4,871,Diploma in Education
4,872,Diploma in Education
4,650,Diploma in Education (Primary)
4,806,Diploma in Education (Primary)
4,873,Diploma in Education (Primary)(English/Art)
4,507,Diploma in Education (Primary)(Math/Sports Science)
4,807,Diploma in Education (Primary)(Math/Sports Science)
4,86,Diploma in Entrepreneurship and Information Technology
4,394,Diploma in Entrepreneurship and Information Technology
4,445,Diploma in Entrepreneurship and Information Technology
4,446,Diploma in Entrepreneurship and Information Technology
4,582,Diploma in Entrepreneurship and Information Technology
4,496,Diploma in Environmental Studies
4,351,Diploma in Guidance and Counselling
4,837,Diploma in Guidance and Counselling
4,798,Diploma in Information Technology
4,799,Diploma in Information Technology
4,811,Diploma in Information Technology
4,931,Diploma in Information Technology
4,932,Diploma in Information Technology
4,993,Diploma in Information Technology
4,403,Diploma in Journalism and Mass Communication
4,1057,Diploma in Journalism and Mass Communication
4,863,Diploma in Journalism and Strategic Communication
4,967,Diploma in Journalism and Strategic Communication
4,1058,Diploma in Journalism and Strategic Communication
4,881,Diploma in Law
4,882,Diploma in Law
4,1017,Diploma in Law
4,1028,Diploma in Law
4,364,Diploma in Nursing
4,874,Diploma in Nursing
4,142,Diploma in Social Work and Social Administration
4,280,Diploma in Social Work and Social Administration
4,392,Diploma in Social Work and Social Administration
4,447,Diploma in Social Work and Social Administration
4,448,Diploma in Social Work and Social Administration
4,449,Diploma in Social Work and Social Administration
4,520,Diploma in Social Work and Social Administration
4,581,Diploma in Social Work and Social Administration
4,1004,Diploma in Social Work and Social Administration
4,1048,Diploma in Social Work and Social Administration
4,1105,Diploma in Social Work and Social Administration
4,1147,Diploma in Social Work and Social Administration
4,1148,Diploma in Social Work and Social Administration
4,1149,Diploma in Social Work and Social Administration
4,401,Diploma in Theology
4,459,Diploma in Theology
4,594,Diploma in Theology
4,748,Diploma in Theology
4,779,Diploma in Theology
4,854,Diploma in Theology
4,1087,Diploma in Theology
4,1094,Diploma in Theology
4,926,Diploma in Visual Art and Design
4,529,Diploma of Environmental Science and Disaster Management
4,201,Doctor of Ministry
4,1069,Doctor of Ministry
4,982,"Doctor of Philosophy (PhD.) in Journalism, Media and Communication"
4,1154,"Doctor of Philosophy (PhD.) in Journalism, Media and Communication"
4,831,Doctor of Philosophy in Agricultural Systems and Value Chain Management
4,572,Doctor of Philosophy in Education Administration and Management
4,1119,Doctor of Philosophy in Education Administration and Management
4,211,Doctor of Philosophy in Literature
4,1139,Doctor of Philosophy in Literature
4,324,Doctor of Philosophy in Theology
4,1068,Doctor of Philosophy in Theology
4,202,Executive Master of Business Administration
4,671,Executive Master of Business Administration
4,801,Global Health Emphasis
4,1030,Global Health Emphasis
4,672,Higher Education Certificate
4,677,Higher Education Certificate (Arts)
4,894,Higher Education Certificate (Arts)
4,973,Higher Education Certificate (Arts)
4,981,Higher Education Certificate (Arts)
4,1019,Higher Education Certificate (Arts)
4,1035,Higher Education Certificate (Arts)
4,1039,Higher Education Certificate (Arts)
4,1040,Higher Education Certificate (Arts)
4,1046,Higher Education Certificate (Arts)
4,1081,Higher Education Certificate (Arts)
4,1085,Higher Education Certificate (Arts)
4,1099,Higher Education Certificate (Arts)
4,1166,Higher Education Certificate (Arts)
4,678,Higher Education Certificate (Biological Sciences)
4,1020,Higher Education Certificate (Biological Sciences)
4,1036,Higher Education Certificate (Biological Sciences)
4,1038,Higher Education Certificate (Biological Sciences)
4,1082,Higher Education Certificate (Biological Sciences)
4,679,Higher Education Certificate (Physical Sciences)
4,1021,Higher Education Certificate (Physical Sciences)
4,1037,Higher Education Certificate (Physical Sciences)
4,1083,Higher Education Certificate (Physical Sciences)
4,1138,Higher Education Certificate (Physical Sciences)
4,895,Higher Education Certificate (Sciences)
4,1034,Higher Education Certificate (Sciences)
4,1041,Higher Education Certificate (Sciences)
4,1084,Higher Education Certificate (Sciences)
4,1100,Higher Education Certificate (Sciences)
4,1160,Higher Education Certificate (Sciences)
4,945,Higher Education Certificate(Blended)
4,803,Interdisciplinary Emphasis (IE)
4,1031,Interdisciplinary Emphasis (IE)
4,511,Kkkk
4,163,Master of Arts in Child Development
4,1164,Master of Arts in Child Development
4,185,Master of Arts in Counseling Psychology
4,1126,Master of Arts in Counseling Psychology
4,96,Master of Arts in Journalism and Media Studies
4,198,Master of Arts in Journalism and Media Studies
4,1155,Master of Arts in Journalism and Media Studies
4,972,Master of Arts in Journalism and Strategic Communication
4,1156,Master of Arts in Journalism and Strategic Communication
4,332,Master of Arts in Literature
4,1140,Master of Arts in Literature
4,15,Master of Arts in Organisational Leadership and Management
4,1118,Master of Arts in Organisational Leadership and Management
4,84,Master of Arts in Strategic Communication
4,875,Master of Arts in Strategic Communication
4,1153,Master of Arts in Strategic Communication
4,195,Master of Arts in Theology
4,1062,Master of Arts in Theology
4,295,Master of Arts in Theology (focus On Transformational Urban Leadership)
4,325,Master of Arts in Theology (modular)
4,1063,Master of Arts in Theology (modular)
4,326,Master of Arts in Theology and Development
4,479,Master of Arts in Theology and Development
4,1064,Master of Arts in Theology and Development
4,192,Master of Arts in Theology and Health Care Management
4,1157,Master of Arts in Theology and Health Care Management
4,191,Master of Arts in Translation and Language Development
4,483,Master of Arts in Translation and Language Development
4,527,Master of Arts in Translation and Language Development
4,1141,Master of Arts in Translation and Language Development
4,1161,Master of Business - Oil and Gas
4,209,Master of Business Administration
4,279,Master of Business Administration
4,374,Master of Business Administration
4,477,Master of Business Administration
4,478,Master of Business Administration
4,557,Master of Business Administration
4,558,Master of Business Administration
4,1112,Master of Business Administration
4,1113,Master of Business Administration
4,203,Master of Business Administration in Oil and Gas Management
4,407,Master of Business Administration in Oil and Gas Management
4,522,Master of Business Administration in Oil and Gas Management
4,556,Master of Business Administration in Oil and Gas Management
4,997,Master of Construction Project Management
4,184,Master of Development Monitoring and Evaluation
4,1127,Master of Development Monitoring and Evaluation
4,183,Master of Development Studies
4,456,Master of Development Studies
4,484,Master of Development Studies
4,1128,Master of Development Studies
4,189,Master of Divinity
4,333,Master of Divinity
4,1065,Master of Divinity
4,1066,Master of Divinity
4,876,Master of Education Administration and Management
4,877,Master of Education Administration and Management
4,878,Master of Education Administration and Management
4,1120,Master of Education Administration and Management
4,276,Master of Education in Administration and Planning
4,481,Master of Education in Administration and Planning
4,506,Master of Education in Administration and Planning
4,521,Master of Education in Administration and Planning
4,1121,Master of Education in Administration and Planning
4,920,Master of Education in Curriculum Studies
4,1122,Master of Education in Curriculum Studies
4,482,"Master of Education, Management and Administration222"
4,921,Master of Educational Psychology
4,1169,Master of Educational Psychology
4,929,Master of Governance and International Relations
4,1130,Master of Governance and International Relations
4,922,Master of Higher Education Pedagogy and Leadership
4,1170,Master of Higher Education Pedagogy and Leadership
4,815,Master of Human Resource Management
4,947,Master of Human Resource Management
4,1114,Master of Human Resource Management
4,274,Master of Human Resource Management in Education
4,1123,Master of Human Resource Management in Education
4,139,Master of Information Technology
4,284,Master of Information Technology
4,450,Master of Information Technology
4,451,Master of Information Technology
4,452,Master of Information Technology
4,720,Master of Information Technology
4,1163,Master of International Business Law
4,406,Master of Laws in International Business Law
4,923,Master of Laws in International Business Law
4,1135,Master of Laws in International Business Law
4,1162,Master of Laws in International Business Law
4,289,Master of Laws in International Energy Law and Policy
4,405,Master of Laws in International Energy Law and Policy
4,1136,Master of Laws in International Energy Law and Policy
4,290,Master of Laws in Oil and Gas
4,523,Master of Laws in Oil and Gas
4,924,Master of Laws in Oil and Gas
4,1137,Master of Laws in Oil and Gas
4,291,Master of Library and Information Studies
4,1142,Master of Library and Information Studies
4,925,Master of Midwifery and Women’s Health Science
4,21,Master of Nursing Science
4,188,Master of Public Administration and Management
4,453,Master of Public Administration and Management
4,1131,Master of Public Administration and Management
4,330,Master of Public Health
4,747,Master of Public Health
4,995,Master of Public Health
4,996,Master of Public Health
4,19,Master of Public Health Leadership
4,797,Master of Public Health Leadership
4,293,Master of Public Health Leadership (international)
4,165,Master of Research and Public Policy
4,288,Master of Research and Public Policy
4,1132,Master of Research and Public Policy
4,175,Master of Science in Agribusiness Management and Entrepreneurship
4,971,Master of Science in Agriculture
4,94,Master of Science in Agriculture and Rural Development
4,95,Master of Science in Agriculture by Research
4,828,Master of Science in Computer Science
4,933,Master of Science in Computer Science
4,939,Master of Science in Computer Science
4,830,Master of Science in Data Science and Analytics
4,943,Master of Science in Data Science and Analytics
4,524,Master of Science in Environmental Health and Safety Management
4,782,Master of Science in Environmental Science and Management
4,90,Master of Science in Environmental Science by Research
4,22,Master of Science in Human Nutrition
4,205,Master of Science in Procurement and Supply Chain Management
4,207,Master of Science in Procurement and Supply Chain Management
4,585,Master of Science in Procurement and Supply Chain Management
4,1116,Master of Science in Procurement and Supply Chain Management
4,177,Master of Science in Water and Sanitation
4,208,Master of Social Work
4,286,Master of Social Work
4,480,Master of Social Work
4,1134,Master of Social Work
4,948,Master of Theological Studies
4,1067,Master of Theological Studies
4,1159,PhD in Business and Management
4,331,PostGraduate Diploma In Christian Ministries
4,396,PostGraduate Diploma In Christian Ministries
4,1158,PostGraduate Diploma In Christian Ministries
4,489,Postgraduate Diploma In Alcohol And Substance Abuse Counseling
4,664,Postgraduate Diploma In Higher Education
4,1171,Postgraduate Diploma In Higher Education
4,200,Postgraduate Diploma In Human Resource Management
4,485,Postgraduate Diploma In Human Resource Management
4,816,Postgraduate Diploma In Human Resource Management
4,960,Postgraduate Diploma In Human Resource Management
4,1117,Postgraduate Diploma In Human Resource Management
4,486,Postgraduate Diploma In Project Planning
4,187,Postgraduate Diploma In Public Administration And Management
4,400,Postgraduate Diploma In Public Administration And Management
4,457,Postgraduate Diploma In Public Administration And Management
4,502,Postgraduate Diploma In Public Administration And Management
4,1133,Postgraduate Diploma In Public Administration And Management
4,941,Postgraduate Diploma in Computer Science
4,942,Postgraduate Diploma in Computer Science
4,919,Postgraduate Diploma in Data Science and Analytics
4,944,Postgraduate Diploma in Data Science and Analytics
4,402,Postgraduate Diploma in Development Monitoring and Evaluation
4,432,Postgraduate Diploma in Development Monitoring and Evaluation
4,1129,Postgraduate Diploma in Development Monitoring and Evaluation
4,353,Postgraduate Diploma in Education
4,356,Postgraduate Diploma in Education
4,397,Postgraduate Diploma in Education
4,590,Postgraduate Diploma in Education
4,1124,Postgraduate Diploma in Education
4,1125,Postgraduate Diploma in Education
4,812,Postgraduate Diploma in Sustainable Business and Renewable Energy
4,1115,Postgraduate Diploma in Sustainable Business and Renewable Energy
4,294,Postgraduate Diploma in Water and Sanitation
4,398,Postgraduate Diploma in Water and Sanitation
4,834,"Python Programming (UGX 300,000)"
4,804,Social Work Emphasis (SWE) J
4,1032,Social Work Emphasis (SWE) J
4,800,Social Work Emphasis (SWE) S
4,1033,Social Work Emphasis (SWE) S
4,283,University Bridging Year
5,132,Bachelor Of Arts With Education
5,133,Bachelor Of Arts With Education
5,171,Bachelor Of Arts With Education
5,248,Bachelor Of Arts With Education
5,251,Bachelor Of Arts With Education
5,252,Bachelor Of Arts With Education
5,256,Bachelor Of Arts With Education
5,260,Bachelor Of Arts With Education
5,261,Bachelor Of Arts With Education
5,265,Bachelor Of Arts With Education
5,269,Bachelor Of Arts With Education
5,277,Bachelor Of Arts With Education
5,409,Bachelor Of Arts With Education
5,410,Bachelor Of Arts With Education
5,414,Bachelor Of Arts With Education
5,417,Bachelor Of Arts With Education
5,418,Bachelor Of Arts With Education
5,420,Bachelor Of Arts With Education
5,424,Bachelor Of Arts With Education
5,429,Bachelor Of Arts With Education
5,430,Bachelor Of Arts With Education
5,538,Bachelor Of Arts With Education
5,541,Bachelor Of Arts With Education
5,544,Bachelor Of Arts With Education
5,548,Bachelor Of Arts With Education
5,598,Bachelor Of Arts With Education
5,599,Bachelor Of Arts With Education
5,600,Bachelor Of Arts With Education
5,602,Bachelor Of Arts With Education
5,603,Bachelor Of Arts With Education
5,607,Bachelor Of Arts With Education
5,610,Bachelor Of Arts With Education
5,615,Bachelor Of Arts With Education
5,618,Bachelor Of Arts With Education
5,624,Bachelor Of Arts With Education
5,718,Bachelor Of Arts With Education
5,719,Bachelor Of Arts With Education
5,732,Bachelor Of Arts With Education
5,745,Bachelor Of Arts With Education
5,746,Bachelor Of Arts With Education
5,766,Bachelor Of Arts With Education
5,778,Bachelor Of Arts With Education
5,805,Bachelor Of Arts With Education
5,855,Bachelor Of Arts With Education
5,856,Bachelor Of Arts With Education
5,896,Bachelor Of Arts With Education
5,901,Bachelor Of Arts With Education
5,416,Bachelor Of Arts With Education X
5,542,Bachelor Of Arts with Education
5,808,Bachelor Of Arts with Education
5,131,Bachelor Of Education
5,344,Bachelor Of Education
5,363,Bachelor Of Education
5,368,Bachelor Of Education
5,372,Bachelor Of Education
5,376,Bachelor Of Education
5,377,Bachelor Of Education
5,378,Bachelor Of Education
5,379,Bachelor Of Education
5,381,Bachelor Of Education
5,461,Bachelor Of Education
5,467,Bachelor Of Education
5,560,Bachelor Of Education
5,566,Bachelor Of Education
5,586,Bachelor Of Education
5,621,Bachelor Of Education
5,622,Bachelor Of Education
5,627,Bachelor Of Education
5,628,Bachelor Of Education
5,636,Bachelor Of Education
5,639,Bachelor Of Education
5,640,Bachelor Of Education
5,645,Bachelor Of Education
5,646,Bachelor Of Education
5,647,Bachelor Of Education
5,667,Bachelor Of Education
5,668,Bachelor Of Education
5,669,Bachelor Of Education
5,777,Bachelor Of Education
5,793,Bachelor Of Education
5,813,Bachelor Of Education
5,826,Bachelor Of Education
5,835,Bachelor Of Education
5,836,Bachelor Of Education
5,838,Bachelor Of Education
5,841,Bachelor Of Education
5,842,Bachelor Of Education
5,845,Bachelor Of Education
5,846,Bachelor Of Education
5,847,Bachelor Of Education
5,850,Bachelor Of Education
5,851,Bachelor Of Education
5,859,Bachelor Of Education
5,860,Bachelor Of Education
5,861,Bachelor Of Education
5,864,Bachelor Of Education
5,868,Bachelor Of Education
5,888,Bachelor Of Education
5,375,Bachelor Of Education (English/Literature)
5,631,Bachelor Of Education (English/Literature)
5,561,Bachelor Of Education (GEOG/CRE)
5,625,Bachelor Of Education (GEOG/CRE)
5,643,Bachelor Of Education (GEOG/CRE)
5,880,Bachelor Of Education (GEOG/CRE)
5,373,Bachelor Of Education (Geography/CRE)
5,425,Bachelor Of Education (Geography/CRE)
5,865,Bachelor Of Education (Geography/CRE)
5,427,Bachelor Of Education (MATH/GEOG)
5,629,Bachelor Of Education (MATH/GEOG)
5,649,Bachelor Of Education (MATH/GEOG)
5,731,Bachelor Of Education (MATH/GEOG)
5,752,Bachelor Of Education (MATH/GEOG)
5,829,Bachelor Of Education (Math/Sports Science)
5,794,Bachelor Of Education (Primary)(Art/English)
5,471,Bachelor Of Education (Primary)(CRE/SST)
5,359,Bachelor Of Education (Primary)(English/Kiswahili)
5,371,Bachelor Of Education (Primary)(Math/Physical Science)
5,370,Bachelor Of Education (Primary)(Mathematics/Sports Science)
5,648,Bachelor Of Education (Primary)(Mathematics/Sports Science)
5,350,Bachelor Of Education (Primary)(Music DM)
5,345,Bachelor Of Education (Secondary)(Agriculture Double Main)
5,883,Bachelor Of Education (Secondary)(Agriculture Double Main)
5,891,Bachelor Of Education (Secondary)(Agriculture Double Main)
5,977,Bachelor Of Education (Secondary)(Agriculture/ICT)
5,465,Bachelor Of Education (Secondary)(Art - Double Main)
5,626,Bachelor Of Education (Secondary)(Art - Double Main)
5,762,Bachelor Of Education (Secondary)(Art - Double Main)
5,858,Bachelor Of Education (Secondary)(Art - Double Main)
5,763,Bachelor Of Education (Secondary)(Art DM)
5,765,Bachelor Of Education (Secondary)(Art DM)
5,849,Bachelor Of Education (Secondary)(Art DM)
5,885,Bachelor Of Education (Secondary)(Biology/Computer)
5,675,Bachelor Of Education (Secondary)(Biology/Math)
5,366,Bachelor Of Education (Secondary)(Business Studies)
5,470,Bachelor Of Education (Secondary)(CRE/English)
5,839,Bachelor Of Education (Secondary)(CRE/English)
5,892,Bachelor Of Education (Secondary)(Chemistry/Computer)
5,666,Bachelor Of Education (Secondary)(Economics/Geography)
5,869,Bachelor Of Education (Secondary)(Geography/Entrepreneurship)
5,365,Bachelor Of Education (Secondary)(Geography/Math)
5,428,Bachelor Of Education (Secondary)(Geography/Math)
5,469,Bachelor Of Education (Secondary)(Geography/Math)
5,852,Bachelor Of Education (Secondary)(Geography/Math)
5,893,Bachelor Of Education (Secondary)(History/Luganda)
5,348,Bachelor Of Education (Secondary)(Kiswahili Double Main)
5,886,Bachelor Of Education (Secondary)(Math/Computer)
5,889,Bachelor Of Education (Secondary)(Math/Computer)
5,976,Bachelor Of Education (Secondary)(Math/Computer)
5,736,Bachelor Of Education (Secondary)(Math/Physics)
5,795,Bachelor Of Education (Secondary)(Mathematics/Economics)
5,827,Bachelor Of Education (Secondary)(Mathematics/Entrepreneurship)
5,267,Bachelor Of Education (Secondary)(Mathematics/Physics)
5,423,Bachelor Of Education (Secondary)(Mathematics/Physics)
5,554,Bachelor Of Education 1
5,564,Bachelor Of Education 1
5,563,Bachelor Of Education 10
5,562,Bachelor Of Education 11
5,125,Bachelor Of Education 2
5,129,Bachelor Of Education 2
5,867,Bachelor Of Education(Agriculture/Biology)
5,974,Bachelor Of Education(Math/PE)
5,89,Bachelor Of Science In Agricultural Education Andextension
5,268,Bachelor Of Science With Education
5,422,Bachelor Of Science With Education
5,431,Bachelor Of Science With Education
5,546,Bachelor Of Science With Education
5,619,Bachelor Of Science With Education
5,775,Bachelor Of Science With Education
5,130,Bachelor Of Sciences With Education (computer Education)
5,182,Bachelor Of With Education(kiswahili)
5,670,Bachelor of Administrative and Secretarial Studies
5,72,Bachelor of Agricultural Science and Entrepreneurship
5,688,Bachelor of Agricultural Science and Entrepreneurship
5,689,Bachelor of Agricultural Science and Entrepreneurship
5,694,Bachelor of Agricultural Science and Entrepreurship (base)
5,176,Bachelor of Arts With Education
5,186,Bachelor of Arts With Education
5,259,Bachelor of Arts With Education
5,408,Bachelor of Arts With Education
5,601,Bachelor of Arts With Education
5,696,Bachelor of Arts With Education
5,930,Bachelor of Arts in Journalism and Mass Communication
5,951,Bachelor of Arts in Journalism and Mass Communication
5,1025,Bachelor of Arts in Journalism and Mass Communication
5,1054,Bachelor of Arts in Journalism and Mass Communication
5,148,Bachelor of Arts in Languages
5,80,Bachelor of Arts in Mass Communication
5,390,Bachelor of Arts in Mass Communication
5,1026,Bachelor of Arts in Mass Communication
5,1055,Bachelor of Arts in Mass Communication
5,147,Bachelor of Arts with Education
5,173,Bachelor of Arts with Education
5,255,Bachelor of Arts with Education
5,257,Bachelor of Arts with Education
5,258,Bachelor of Arts with Education
5,264,Bachelor of Arts with Education
5,271,Bachelor of Arts with Education
5,272,Bachelor of Arts with Education
5,275,Bachelor of Arts with Education
5,411,Bachelor of Arts with Education
5,413,Bachelor of Arts with Education
5,415,Bachelor of Arts with Education
5,475,Bachelor of Arts with Education
5,540,Bachelor of Arts with Education
5,543,Bachelor of Arts with Education
5,547,Bachelor of Arts with Education
5,604,Bachelor of Arts with Education
5,606,Bachelor of Arts with Education
5,612,Bachelor of Arts with Education
5,616,Bachelor of Arts with Education
5,620,Bachelor of Arts with Education
5,623,Bachelor of Arts with Education
5,717,Bachelor of Arts with Education
5,744,Bachelor of Arts with Education
5,783,Bachelor of Arts with Education
5,784,Bachelor of Arts with Education
5,786,Bachelor of Arts with Education
5,787,Bachelor of Arts with Education
5,788,Bachelor of Arts with Education
5,789,Bachelor of Arts with Education
5,539,Bachelor of Arts with Education (CRE/ECON)
5,253,Bachelor of Arts with Education (CRE/Luganda)
5,879,Bachelor of Arts with Education (ENT/MATH)
5,810,Bachelor of Arts with Education (Economics/Entrepreneurship)
5,809,Bachelor of Arts with Education (English/Geography)
5,270,Bachelor of Arts with Education (Geography/Luganda)
5,545,Bachelor of Arts with Education (HIST/ECON)
5,785,Bachelor of Arts with Education (History/Computer)
5,262,Bachelor of Arts with Education (History/Kiswahili)
5,983,Bachelor of Arts with Education(AIO)
5,984,Bachelor of Arts with Education(AIO)
5,985,Bachelor of Arts with Education(AIO)
5,986,Bachelor of Arts with Education(AIO)
5,987,Bachelor of Arts with Education(AIO)
5,994,Bachelor of Arts with Education(AIO)
5,1023,Bachelor of Arts with Education(AIO)
5,1042,Bachelor of Arts with Education(AIO)
5,1076,Bachelor of Arts with Education(AIO)
5,1078,Bachelor of Arts with Education(AIO)
5,1095,Bachelor of Arts with Education(AIO)
5,1176,Bachelor of Arts with Education(AIO)
5,1,Bachelor of Business Administration
5,24,Bachelor of Business Administration
5,46,Bachelor of Business Administration
5,47,Bachelor of Business Administration
5,48,Bachelor of Business Administration
5,49,Bachelor of Business Administration
5,382,Bachelor of Business Administration
5,513,Bachelor of Business Administration
5,514,Bachelor of Business Administration
5,589,Bachelor of Business Administration
5,739,Bachelor of Business Administration
5,743,Bachelor of Business Administration
5,790,Bachelor of Business Administration
5,998,Bachelor of Business Administration
5,1059,Bachelor of Business Administration
5,1070,Bachelor of Business Administration
5,1106,Bachelor of Business Administration
5,1178,Bachelor of Business Administration
5,1179,Bachelor of Business Administration
5,4,Bachelor of Business Computing
5,151,Bachelor of Child Development and Children's Ministry
5,383,Bachelor of Child Development and Children's Ministry
5,16,Bachelor of Community Health
5,550,Bachelor of Community Leadership and Development
5,551,Bachelor of Computational Science
5,168,Bachelor of Dental Surgery
5,13,Bachelor of Development Economics
5,100,Bachelor of Development Studies
5,385,Bachelor of Development Studies
5,433,Bachelor of Development Studies
5,576,Bachelor of Development Studies
5,1167,Bachelor of Development Studies
5,99,Bachelor of Development and Social Entrepreneurship
5,526,Bachelor of Development and Social Entrepreneurship
5,553,Bachelor of Development and Social Entrepreneurship
5,578,Bachelor of Development and Social Entrepreneurship
5,1013,Bachelor of Development and Social Entrepreneurship
5,1051,Bachelor of Development and Social Entrepreneurship
5,1089,Bachelor of Development and Social Entrepreneurship
5,1101,Bachelor of Development and Social Entrepreneurship
5,146,Bachelor of Divinity
5,384,Bachelor of Divinity
5,1052,Bachelor of Divinity
5,197,Bachelor of Divinity (Modular)
5,776,Bachelor of Divinity (Modular)
5,1053,Bachelor of Divinity (Modular)
5,11,Bachelor of Economics and Management
5,40,Bachelor of Economics and Management
5,491,Bachelor of Economics and Management
5,515,Bachelor of Economics and Management
5,1029,Bachelor of Economics and Management
5,1071,Bachelor of Economics and Management
5,358,Bachelor of Education
5,362,Bachelor of Education
5,367,Bachelor of Education
5,426,Bachelor of Education
5,472,Bachelor of Education
5,588,Bachelor of Education
5,638,Bachelor of Education
5,652,Bachelor of Education
5,653,Bachelor of Education
5,857,Bachelor of Education
5,862,Bachelor of Education
5,866,Bachelor of Education
5,890,Bachelor of Education
5,906,Bachelor of Education
5,907,Bachelor of Education (PRIMARY)
5,910,Bachelor of Education (PRIMARY)
5,912,Bachelor of Education (PRIMARY)
5,914,Bachelor of Education (PRIMARY)
5,916,Bachelor of Education (PRIMARY)
5,1022,Bachelor of Education (PRIMARY)
5,1045,Bachelor of Education (PRIMARY)
5,1079,Bachelor of Education (PRIMARY)
5,1098,Bachelor of Education (PRIMARY)
5,565,Bachelor of Education (Primary)(Kiswahili/CRE)
5,908,Bachelor of Education (SECONDARY)
5,911,Bachelor of Education (SECONDARY)
5,913,Bachelor of Education (SECONDARY)
5,915,Bachelor of Education (SECONDARY)
5,917,Bachelor of Education (SECONDARY)
5,1018,Bachelor of Education (SECONDARY)
5,1044,Bachelor of Education (SECONDARY)
5,1080,Bachelor of Education (SECONDARY)
5,1097,Bachelor of Education (SECONDARY)
5,978,Bachelor of Education (Secondary)(Biology/PE)
5,587,Bachelor of Education (Secondary)(Biology/Sports Science)
5,909,Bachelor of Education (Secondary)(Biology/Sports Science)
5,884,Bachelor of Education (Secondary)(Business Education DM)
5,821,Bachelor of Education (Secondary)(Geog/ICT)
5,848,Bachelor of Education (Secondary)(Geog/ICT)
5,824,Bachelor of Education (Secondary)(Geography/Sports Science)
5,825,Bachelor of Education (Secondary)(Music/Sports Science)
5,153,Bachelor of Education (primary)
5,741,Bachelor of Education (secondary)
5,975,Bachelor of Education(English/Music)
5,559,Bachelor of Education(Primary)(English/SST)
5,632,Bachelor of Education(Primary)(English/SST)
5,642,Bachelor of Education(Primary)(English/SST)
5,81,Bachelor of Entrepreneurship and Project Planning
5,466,Bachelor of Entrepreneurship and Project Planning
5,1008,Bachelor of Entrepreneurship and Project Planning
5,1073,Bachelor of Entrepreneurship and Project Planning
